349,Girl with a Pearl Earring,2003,0,100,0,"Biography, Drama, Romance",Peter Webber
350,Easy Virtue,2008,0,97,0,"Comedy, Romance",Stephan Elliott
351,Legends of the Fall,1994,0,133,0,"Drama, Romance, War",Edward Zwick
352,The Remains of the Day,1993,0,134,0,"Drama, Romance",James Ivory
353,Hitchcock,2012,0,98,0,"Biography, Drama",Sacha Gervasi
354,The Pervert's Guide to Ideology,2012,0,136,0,Documentary,Sophie Fiennes
355,Jiro Dreams of Sushi,2011,0,81,0,Documentary,David Gelb
356,We Need to Talk About Kevin,2011,0,112,0,"Drama, Thriller",Lynne Ramsay
357,True Grit,2010,0,110,0,"Adventure, Drama, Western","Ethan Coen, Joel Coen"
358,Crazy Heart,2009,0,112,0,"Drama, Music, Romance",Scott Cooper
359,The Men Who Stare at Goats,2009,0,94,0,"Comedy, War",Grant Heslov
360,Legend of the Guardians: The Owls of Ga'Hoole,2010,0,97,0,"Animation, Action, Adventure",Zack Snyder
361,A Serious Man,2009,0,106,0,"Comedy, Drama","Ethan Coen, Joel Coen"
362,Fantastic Mr. Fox,2009,0,87,0,"Animation, Adventure, Comedy",Wes Anderson
363,Revolutionary Road,2008,0,119,0,"Drama, Romance",Sam Mendes
364,Kunsten at graede i kor,2006,0,106,0,"Comedy, Drama",Peter Sch\xc3\xb8nau Fog
365,"Se, jie",2007,0,157,0,"Drama, Romance, Thriller",Ang Lee
366,Woman in Gold,2015,0,109,0,"Biography, Drama, History",Simon Curtis
367,The Hundred-Foot Journey,2014,0,122,0,"Comedy, Drama",Lasse Hallstr\xc3\xb6m
368,Red,2010,0,111,0,"Action, Comedy, Crime",Robert Schwentke
369,Touching the Void,2003,0,106,0,"Documentary, Adventure, Drama",Kevin Macdonald
370,The Experiment,2001,0,120,0,"Drama, Thriller",Oliver Hirschbiegel
371,Spider,2002,0,98,0,"Drama, Mystery, Thriller",David Cronenberg
372,The English Patient,1996,0,162,0,"Drama, Romance, War",Anthony Minghella
373,...And Justice for All,1979,0,119,0,"Crime, Drama, Thriller",Norman Jewison
374,The Devils' Advocate,1997,0,144,0,"Drama, Mystery, Thriller",Taylor Hackford
375,Titus,1999,0,162,0,"Drama, History, Thriller",Julie Taymor
376,Konyok-gorbunok,1947,0,57,0,"Animation, Family, Fantasy",Ivan Ivanov-Vano
377,The Secret of Kells,2009,0,75,0,"Animation, Adventure, Family","Tomm Moore, Nora Twomey"
378,Ramayana: The Legend of Prince Rama,1993,0,170,0,"Animation, Adventure, Drama","Ram Mohan, Y\xc3\xbbg\xc3\xb4 Sak\xc3\xb4, Koichi Saski"
379,The Secret of NIMH,1982,0,82,0,"Animation, Adventure, Drama",Don Bluth
380,The Many Adventures of Winnie the Pooh,1977,0,74,0,"Animation, Family, Musical","John Lounsbery, Wolfgang Reitherman"
381,Watership Down,1978,0,101,0,"Animation, Adventure, Drama",Martin Rosen
382,Ernest et Celestine,2012,0,80,0,"Animation, Comedy, Crime","St\xc3\xa9phane Aubier, Vincent Patar, Benjamin Renner"
383,The Iron Giant,1999,0,86,0,"Animation, Action, Adventure",Brad Bird
384,Arrugas,2011,0,89,0,"Animation, Drama",Ignacio Ferreras
385,The Last Unicorn,1982,0,92,0,"Family, Animation, Fantasy","Jules Bass, Arthur Rankin Jr."
386,Balto,1995,0,78,0,"Animation, Adventure, Drama",Simon Wells
387,All Dogs Go to Heaven,1989,0,84,0,"Animation, Comedy, Drama","Don Bluth, Gary Goldman, Dan Kuenster"
388,All Dogs Go to Heaven 2,1996,1,82,0,"Animation, Adventure, Family","Larry Leker, Paul Sabella"
389,The Fox and the Hound,1981,0,83,0,"Animation, Adventure, Drama","Ted Berman, Richard Rich, Art Stevens"
390,Le Chat du Rabbin,2011,0,100,0,"Animation, Comedy, Fantasy","Antoine Delesvaux, Joann Sfar"
391,Animal Farm,1954,0,72,0,"Animation, Drama","Joy Batchelor, John Halas"
392,L'illusionniste,2010,0,80,0,"Animation, Drama",Sylvain Chomet
393,Oliver & Company,1988,0,153,0,"Drama, Family, Musical",Carol Reed
394,Prince of Egypt,1998,0,99,0,"Animation, Adventure, Biography","Brenda Chapman, Steve Hickner, Simon Wells"
395,Sinbad: Legend of the Seven Seas,2003,0,86,0,"Animation, Adventure, Comedy","Patrick Gilmore, Tim Johnson"
396,9,2009,0,79,0,"Animation, Action, Adventure",Shane Acker
397,Atlantis: The Lost Empire,2001,0,95,0,"Animation, Action, Adventure","Gary Trousdale, Kirk Wise"
398,Brother Bear,2003,0,85,0,"Animation, Adventure, Family","Aaron Blaise, Robert Walker"
399,The Nutcracker Prince,1990,0,75,0,"Animation, Adventure, Family",Paul Schibli
400,Robin Hood,1973,0,83,0,"Animation, Adventure, Comedy",Wolfgang Reitherman
401,The Great Mouse Detective,1986,0,74,0,"Animation, Adventure, Family","Ron Clements, Burny Mattinson, David Michener, John Musker"
402,The Aristocats,1970,0,78,0,"Animation, Adventure, Comedy",Wolfgang Reitherman
403,Nocturna,2007,0,80,0,"Animation, Adventure, Family","Adri\xc3\xa0 Garc\xc3\xada, V\xc3\xadctor Maldonado"
404,Porwanie w Tiutiurlistanie,1986,0,90,0,"Animation, Adventure, Family","Zdzislaw Kudla, Franciszek Pyter"
405,Prosze slonia,1978,0,63,0,Animation,Witold Giersz
406,Thumbelina,1994,0,86,0,"Animation, Family, Fantasy","Don Bluth, Gary Goldman"
407,Le Tableau,2011,0,76,0,"Animation, Fantasy",Jean-Fran\xc3\xa7ois Laguionie
408,James and the Giant Peach,1996,0,79,0,"Animation, Adventure, Family",Henry Selick
409,Fire and Ice,1983,0,81,0,"Animation, Fantasy, Adventure",Ralph Bakshi
410,Daisy Town,1971,0,71,0,"Animation, Comedy, Western",Ren\xc3\xa9 Goscinny
411,Rio,2011,0,96,0,"Animation, Adventure, Comedy",Carlos Saldanha
412,Stranger: Muko Hadan,2007,0,103,0,"Animation, Action, Adventure",Masahiro And\xc3\xb4
413,Sennen joyu,2001,0,87,0,"Animation, Drama, Fantasy",Satoshi Kon
414,Tenshi no Tamago,1985,0,114,0,Drama,Shin Togashi
415,"Yobi, the Five Tailed Fox",2007,0,86,0,"Animation, Fantasy",Sung-gang Lee
416,Ghost in the Shell,1995,0,83,0,"Animation, Action, Mystery",Mamoru Oshii
417,Haru,2013,0,60,0,"Animation, Drama, Romance",Ry\xc3\xb4tar\xc3\xb4 Makihara
418,Hottarake no Shima: Haruka to Mahou no Kagami,2009,0,93,0,"Animation, Action, Adventure",Shinsuke Sato
419,Junkers Come Here,1995,0,105,0,"Animation, Adventure, Family","Jun\'ichi Sat\xc3\xb4, Rob Bakewell"
420,Kanojo no Omoide,1995,0,45,0,"Animation, Short, Adventure",K\xc3\xb4ji Morimoto
421,Kara no Kyoukai: The Garden of Sinners,2007,0,49,0,"Animation, Action, Crime",Ei Aoki
422,Mind Game,2004,0,103,0,"Animation, Adventure, Comedy","Masaaki Yuasa, K\xc3\xb4ji Morimoto"
423,Oseam,2003,0,75,0,"Animation, Family",Baek-yeob Seong
424,Perfect Blue,1998,0,81,0,"Animation, Horror, Music",Satoshi Kon
425,Steamboy,2004,0,126,0,"Animation, Action, Adventure",Katsuhiro \xc3\x94tomo
426,Sword of the Stranger,2007,0,103,0,"Animation, Action, Adventure",Masahiro And\xc3\xb4
427,Pom Poko,1994,0,119,0,"Animation, Comedy, Drama",Isao Takahata
428,Tori no Uta,2007,0,30,0,"Animation, Short, Drama",Yoshitaka Amano
429,Wasurenagumo,2012,0,25,0,Animation,Toshihisa Kaiya
430,Ookami Kodomo no Ame to Yuki,2012,0,117,0,"Animation, Drama, Family",Mamoru Hosoda
431,Chumon no ooi ryori-ten,1992,0,19,0,"Animation, Short, Fantasy",Tadanari Okamoto
432,Nerawareta Gakuen,2012,0,90,0,Sci-Fi,Nobuhiko \xc3\x94bayashi
433,My Neighbours the Yamadas,1999,0,104,0,"Animation, Comedy, Family",Isao Takahata
434,Umi ga Kikoeru,1993,0,72,0,"Animation, Drama, Romance",Tomomi Mochizuki
435,Miyamoto Musashi: Souken ni Haseru Yume,2009,0,72,0,"Animation, Action",Mizuho Nishikubo
436,Kanashimi no Belladonna,1973,0,93,0,"Animation, Drama, Fantasy",Eiichi Yamamoto
437,Mai Mai Shinko to Sennen no Mahou,2009,0,93,0,"Animation, Drama",Sunao Katabuchi
438,Manie-Manie Meikyu Monogatari,1987,0,50,0,"Animation, Adventure, Fantasy","Yoshiaki Kawajiri, Rintaro, Katsuhiro \xc3\x94tomo"
439,Furusato Japan,2007,0,96,0,"Animation, Drama, History",Akio Nishizawa
440,Taiyou no Ouji: Horus no Daibouken,1968,0,88,0,Animation,Isao Takahata
441,Little Nemo: Adventures in Slumberland,1989,0,85,0,"Family, Animation, Adventure","Masami Hata, William T. Hurtz"
442,Gusuko Budori no Denki,2012,0,108,0,Animation,Gisabur\xc3\xb4 Sugii
443,The Chorus,2004,0,97,0,"Drama, Music",Christophe Barratier
